"dia","tipo_viatge","adr","is_canceled"
2015-07-04,"Leisure",97,0
2015-07-04,"Leisure",139,0
2015-07-04,"Leisure",67.24,0
2015-07-04,"Leisure",116.5,0
2015-07-04,"Leisure",96.3,1
2015-07-04,"Leisure",123,0
2015-07-04,"Leisure",71.55,0
2015-07-04,"Leisure",71.55,0
2015-07-04,"Leisure",149,0
2015-07-04,"Work",163,0
2015-07-04,"Work",79.5,0
2015-07-04,"Work",105,1
2015-07-04,"Work",123,1
2015-07-04,"Work",73.8,1
2015-07-04,"Work",113,1
2015-07-04,"Work",0,0
2015-07-04,"Work",123,0
2015-07-04,"Leisure",73.8,0
2015-07-04,"Leisure",114.5,0
2015-07-04,"Leisure",73.8,0
2015-07-04,"Leisure",73.8,0
2015-07-05,"Weekend",88.2,0
2015-07-05,"Weekend",97,1
2015-07-05,"Weekend",85.1,0
2015-07-05,"Weekend",89,0
2015-07-05,"Weekend",80.1,0
2015-07-05,"Weekend",98,0
2015-07-05,"Weekend",101,0
2015-07-05,"Weekend",97,1
2015-07-05,"Weekend",167,0
2015-07-05,"Weekend",225,0
2015-07-05,"Weekend",97,0
2015-07-05,"Leisure",87.3,0
2015-07-05,"Leisure",85.59,0
2015-07-05,"Leisure",123,0
2015-07-05,"Leisure",107,0
2015-07-05,"Leisure",163,0
2015-07-05,"Leisure",82,0
2015-07-05,"Leisure",163,1
2015-07-05,"Leisure",105.5,1
2015-07-05,"Leisure",164.2,0
2015-07-05,"Leisure",97.29,0
2015-07-05,"Leisure",114,1
2015-07-05,"Leisure",98.4,0
2015-07-05,"Package",175,0
2015-07-05,"Leisure",63.6,0
2015-07-05,"Leisure",124.45,0
2015-07-05,"Leisure",110.7,0
2015-07-05,"Leisure",74.07,0
2015-07-05,"Leisure",134.1,0
2015-07-06,"Leisure",167,0
2015-07-06,"Leisure",123,0
2015-07-06,"Leisure",117.81,0
2015-07-06,"Leisure",171.32,0
2015-07-06,"Leisure",210,0
2015-07-06,"Leisure",97,0
2015-07-06,"Leisure",117.81,0
2015-07-06,"Work",0,0
2015-07-06,"Work",0,0
2015-07-06,"Weekend",131,0
2015-07-06,"Leisure",98,0
2015-07-06,"Leisure",87.3,0
2015-07-06,"Leisure",97,0
2015-07-06,"Leisure",167,1
2015-07-06,"Leisure",91.5,0
2015-07-06,"Leisure",73.8,0
2015-07-06,"Leisure",123,0
2015-07-06,"Leisure",175,0
2015-07-06,"Leisure",117.8,0
2015-07-06,"Leisure",117.63,0
2015-07-06,"Leisure",185,0
2015-07-06,"Leisure",71,1
2015-07-06,"Leisure",47.25,0
2015-07-06,"Package",151,0
2015-07-06,"Leisure",87.3,1
2015-07-06,"Leisure",120.6,0
2015-07-06,"Leisure",63.86,0
2015-07-06,"Leisure",157.1,0
2015-07-06,"Leisure",91.37,0
2015-07-06,"Leisure",73,0
2015-07-06,"Leisure",110.7,0
2015-07-06,"Leisure",93.6,0
2015-07-06,"Leisure",83.5,0
2015-07-07,"Work",73.8,1
2015-07-07,"Work",82,0
2015-07-07,"Work",185.5,0
2015-07-07,"Work",0,0
2015-07-07,"Work",0,0
2015-07-07,"Work",109.8,0
2015-07-07,"Work",195,0
2015-07-07,"Work",109.8,0
2015-07-07,"Work",193,0
2015-07-07,"Work",97,0
2015-07-07,"Work",150,0
2015-07-07,"Work",98,0
2015-07-07,"Work",91.5,1
2015-07-07,"Leisure",139,1
2015-07-07,"Leisure",79.5,0
2015-07-07,"Leisure",47.25,1
2015-07-07,"Leisure",126.65,0
2015-07-08,"Work",107,0
2015-07-08,"Work",131,0
2015-07-08,"Work",131,0
2015-07-08,"Work",123,1
2015-07-08,"Work",146,0
2015-07-08,"Work",110.7,0
2015-07-08,"Work",73.8,1
2015-07-08,"Work",61,0
2015-07-08,"Work",104.72,1
2015-07-08,"Work",104.72,1
2015-07-08,"Work",104.72,0
2015-07-08,"Leisure",66.42,1
2015-07-08,"Leisure",77.96,0
2015-07-08,"Leisure",112,1
2015-07-08,"Leisure",107,0
2015-07-08,"Leisure",89.68,0
2015-07-08,"Leisure",155,0
2015-07-08,"Leisure",112,0
2015-07-08,"Leisure",130.1,0
2015-07-08,"Leisure",100.1,0
2015-07-09,"Work",123,0
2015-07-09,"Work",124,0
2015-07-09,"Work",146,0
2015-07-09,"Work",97,1
2015-07-09,"Work",123,1
2015-07-09,"Work",153,1
2015-07-09,"Work",82,0
2015-07-09,"Leisure",105.08,1
2015-07-09,"Leisure",65.42,1
2015-07-09,"Leisure",98,0
2015-07-09,"Leisure",75.46,0
2015-07-09,"Leisure",65.5,0
2015-07-09,"Leisure",90.95,0
2015-07-09,"Leisure",93.6,0
2015-07-09,"Leisure",119.25,0
2015-07-09,"Leisure",134.73,0
2015-07-09,"Leisure",112,0
2015-07-09,"Leisure",118.13,1
2015-07-10,"Work",131,0
2015-07-10,"Work",88.2,0
2015-07-10,"Work",73.8,0
2015-07-10,"Work",98,0
2015-07-10,"Work",110.5,0
2015-07-10,"Work",131,0
2015-07-10,"Work",185,0
2015-07-10,"Work",87.3,0
2015-07-10,"Work",73.8,0
2015-07-10,"Leisure",120,0
2015-07-10,"Leisure",98,0
2015-07-10,"Leisure",96.3,0
2015-07-10,"Leisure",197,0
2015-07-10,"Leisure",197,0
2015-07-10,"Leisure",123,1
2015-07-10,"Leisure",82,0
2015-07-10,"Leisure",165,0
2015-07-10,"Leisure",149.4,0
2015-07-10,"Leisure",106.84,0
2015-07-10,"Leisure",161,0
2015-07-10,"Leisure",134.43,0
2015-07-10,"Leisure",144.43,0
2015-07-10,"Leisure",152,0
2015-07-10,"Leisure",125.54,0
2015-07-10,"Leisure",133.83,0
2015-07-10,"Leisure",159.75,0
2015-07-10,"Leisure",120.6,0
2015-07-10,"Leisure",112.2,0
2015-07-10,"Leisure",110.6,0
2015-07-10,"Leisure",105.9,0
2015-07-10,"Leisure",95.27,0
2015-07-10,"Leisure",108.83,0
2015-07-11,"Leisure",153.96,1
2015-07-11,"Leisure",120.6,0
2015-07-11,"Leisure",90.67,0
2015-07-11,"Leisure",126.67,1
2015-07-11,"Leisure",144.4,0
2015-07-11,"Leisure",99.5,0
2015-07-11,"Leisure",139.4,0
2015-07-11,"Leisure",73.8,1
2015-07-11,"Leisure",89.97,0
2015-07-11,"Leisure",123,0
2015-07-11,"Leisure",123,0
2015-07-11,"Work",123,0
2015-07-11,"Work",144.9,0
2015-07-11,"Work",153,0
2015-07-11,"Work",131,0
2015-07-11,"Leisure",100,0
2015-07-11,"Leisure",65.5,0
2015-07-11,"Leisure",123,0
2015-07-11,"Leisure",123,0
2015-07-11,"Leisure",131,0
2015-07-11,"Leisure",104.68,0
2015-07-11,"Leisure",166,0
2015-07-11,"Leisure",111.25,1
2015-07-11,"Leisure",213.75,0
2015-07-11,"Leisure",178,0
2015-07-11,"Leisure",113.9,0
2015-07-11,"Leisure",129.29,0
2015-07-12,"Weekend",153,0
2015-07-12,"Weekend",98,0
2015-07-12,"Leisure",169,0
2015-07-12,"Leisure",93,1
2015-07-12,"Leisure",132.29,0
2015-07-12,"Leisure",123,0
2015-07-12,"Leisure",117.22,0
2015-07-12,"Leisure",149,0
2015-07-12,"Leisure",164.57,1
2015-07-12,"Leisure",107,0
2015-07-12,"Leisure",117.22,0
2015-07-12,"Leisure",119.25,0
2015-07-12,"Leisure",123,0
2015-07-12,"Leisure",105.71,1
2015-07-12,"Leisure",123,0
2015-07-12,"Leisure",144.43,0
2015-07-12,"Package",126,1
2015-07-12,"Package",148.3,0
2015-07-12,"Package",125.22,0
2015-07-12,"Leisure",123,0
2015-07-12,"Leisure",130,0
2015-07-12,"Leisure",78.84,0
2015-07-12,"Weekend",80.1,0
2015-07-12,"Weekend",193,0
2015-07-12,"Weekend",88.2,0
2015-07-12,"Weekend",90.71,0
2015-07-12,"Weekend",114.5,0
2015-07-12,"Weekend",120.2,0
2015-07-12,"Leisure",79.5,0
2015-07-12,"Leisure",117.9,0
2015-07-12,"Leisure",128,1
2015-07-12,"Leisure",90.95,0
2015-07-12,"Leisure",107,0
2015-07-12,"Leisure",130.05,0
2015-07-12,"Leisure",123,0
2015-07-12,"Leisure",103.8,1
2015-07-12,"Leisure",196,0
2015-07-12,"Leisure",149.4,0
2015-07-13,"Leisure",175.71,0
2015-07-13,"Leisure",119.7,0
2015-07-13,"Leisure",100.86,1
2015-07-13,"Leisure",100.86,0
2015-07-13,"Leisure",82,0
2015-07-13,"Leisure",73.8,0
2015-07-13,"Leisure",117.9,0
2015-07-13,"Leisure",82,0
2015-07-13,"Leisure",150,0
2015-07-13,"Leisure",161,0
2015-07-13,"Leisure",64,0
2015-07-13,"Leisure",123,1
2015-07-13,"Leisure",110,0
2015-07-13,"Leisure",88.2,0
2015-07-13,"Leisure",130,0
2015-07-13,"Leisure",88.2,0
2015-07-13,"Leisure",165,0
2015-07-13,"Leisure",114,0
2015-07-13,"Leisure",79.5,1
2015-07-13,"Leisure",132.8,1
2015-07-13,"Leisure",120,0
2015-07-13,"Leisure",79.5,1
2015-07-13,"Leisure",120,0
2015-07-13,"Leisure",144.2,1
2015-07-13,"Leisure",107.2,0
2015-07-13,"Leisure",120,1
2015-07-13,"Leisure",120,0
2015-07-13,"Leisure",163.8,0
2015-07-13,"Leisure",98.5,1
2015-07-13,"Leisure",130.5,1
2015-07-13,"Leisure",153,0
2015-07-13,"Leisure",98.5,0
2015-07-13,"Leisure",119.7,0
2015-07-13,"Leisure",184.6,0
2015-07-13,"Leisure",181.22,0
2015-07-13,"Leisure",100.86,1
2015-07-13,"Weekend",100.2,0
2015-07-13,"Leisure",134.25,0
2015-07-13,"Package",96.3,0
2015-07-13,"Leisure",83.09,0
2015-07-14,"Work",105.5,1
2015-07-14,"Work",134,0
2015-07-14,"Work",8,0
2015-07-14,"Work",146,0
2015-07-14,"Work",126,1
2015-07-14,"Work",111.15,0
2015-07-14,"Work",136.2,0
2015-07-14,"Work",101.8,0
2015-07-14,"Leisure",127,0
2015-07-14,"Leisure",161.5,0
2015-07-14,"Leisure",230.67,0
2015-07-14,"Leisure",65.7,1
2015-07-14,"Leisure",180,0
2015-07-14,"Leisure",168.57,0
2015-07-14,"Leisure",107.67,1
2015-07-14,"Leisure",96.9,1
2015-07-14,"Leisure",107,0
2015-07-14,"Leisure",73.41,0
2015-07-14,"Leisure",109.9,0
2015-07-14,"Leisure",109.9,0
2015-07-14,"Leisure",187.5,0
2015-07-14,"Work",134,0
2015-07-15,"Work",91.5,1
2015-07-15,"Work",132.44,1
2015-07-15,"Leisure",106.9,0
2015-07-15,"Leisure",131.86,1
2015-07-15,"Leisure",216.13,0
2015-07-15,"Work",107,0
2015-07-15,"Work",107,0
2015-07-15,"Work",107,0
2015-07-15,"Work",107,0
2015-07-15,"Work",107,0
2015-07-15,"Leisure",190.33,0
2015-07-15,"Work",107,0
2015-07-15,"Work",94,0
2015-07-15,"Work",0,1
2015-07-15,"Work",98.75,0
2015-07-15,"Work",148.23,0
2015-07-15,"Work",94,0
2015-07-15,"Work",107,0
2015-07-15,"Work",107,0
2015-07-15,"Work",148.23,0
2015-07-15,"Work",0,0
2015-07-15,"Work",107,0
2015-07-15,"Work",107,0
2015-07-15,"Work",107,0
2015-07-15,"Work",107,0
2015-07-15,"Work",98.75,0
2015-07-16,"Work",195,1
2015-07-16,"Work",120.6,0
2015-07-16,"Work",123.2,0
2015-07-16,"Work",112,1
2015-07-16,"Work",123.2,1
2015-07-16,"Work",169,0
2015-07-16,"Work",198,0
2015-07-16,"Work",103.5,1
2015-07-16,"Work",135.6,0
2015-07-16,"Work",103.5,0
2015-07-16,"Work",184,0
2015-07-16,"Work",134,1
2015-07-16,"Work",147,1
2015-07-16,"Work",151.33,1
2015-07-16,"Work",121.33,0
2015-07-16,"Leisure",150.2,0
2015-07-16,"Leisure",139,1
2015-07-16,"Leisure",150.2,0
2015-07-16,"Leisure",75.44,0
2015-07-16,"Leisure",135,1
2015-07-16,"Leisure",166,0
2015-07-16,"Leisure",135,1
2015-07-16,"Leisure",130,0
2015-07-16,"Leisure",96.3,0
2015-07-16,"Leisure",160,0
2015-07-17,"Work",0,0
2015-07-17,"Work",127.25,0
2015-07-17,"Work",164,0
2015-07-17,"Work",144.5,0
2015-07-17,"Work",112,0
2015-07-17,"Work",134,1
2015-07-17,"Work",127.25,1
2015-07-17,"Work",155.5,0
2015-07-17,"Work",110.5,1
2015-07-17,"Work",144.5,0
2015-07-17,"Work",144.5,0
2015-07-17,"Work",123,0
2015-07-17,"Work",120.6,0
2015-07-17,"Work",107.6,1
2015-07-17,"Leisure",120.6,1
2015-07-17,"Leisure",107,0
2015-07-17,"Leisure",133.75,0
2015-07-17,"Leisure",103.5,0
2015-07-17,"Leisure",84.8,0
2015-07-17,"Leisure",107,0
2015-07-17,"Leisure",107,0
2015-07-17,"Leisure",84.8,0
2015-07-17,"Leisure",107,0
2015-07-17,"Leisure",195,0
2015-07-17,"Leisure",164,0
2015-07-17,"Leisure",195,0
2015-07-17,"Leisure",125,0
2015-07-17,"Leisure",195,1
2015-07-17,"Leisure",132.3,0
2015-07-17,"Leisure",145,0
2015-07-17,"Leisure",92,0
2015-07-17,"Leisure",132.3,0
2015-07-17,"Leisure",147,0
2015-07-17,"Leisure",167,0
2015-07-17,"Leisure",210,0
2015-07-17,"Leisure",194.9,0
2015-07-17,"Leisure",103.5,0
2015-07-17,"Leisure",118.5,0
2015-07-17,"Leisure",192,0
2015-07-17,"Leisure",128.27,0
2015-07-17,"Leisure",135,0
2015-07-17,"Leisure",126.3,0
2015-07-17,"Leisure",154,1
2015-07-17,"Leisure",96.3,0
2015-07-17,"Leisure",126.3,0
2015-07-17,"Work",136,1
2015-07-17,"Leisure",118.5,0
2015-07-17,"Leisure",116.33,0
2015-07-17,"Leisure",164,0
2015-07-18,"Leisure",147.67,0
2015-07-18,"Leisure",145,0
2015-07-18,"Leisure",147,0
2015-07-18,"Leisure",168.3,1
2015-07-18,"Leisure",167,0
2015-07-18,"Leisure",137.75,0
2015-07-18,"Leisure",145,0
2015-07-18,"Leisure",132.6,0
2015-07-18,"Leisure",147,1
2015-07-18,"Leisure",157,1
2015-07-18,"Leisure",210,1
2015-07-18,"Leisure",132.5,0
2015-07-18,"Leisure",98.02,0
2015-07-18,"Leisure",126,0
2015-07-18,"Work",173,0
2015-07-18,"Work",249,0
2015-07-18,"Leisure",186.5,0
2015-07-18,"Leisure",95,0
2015-07-18,"Leisure",241.5,0
2015-07-18,"Leisure",177,0
2015-07-18,"Leisure",153.73,0
2015-07-18,"Leisure",115,0
2015-07-18,"Leisure",127.03,1
2015-07-18,"Leisure",128.25,0
2015-07-18,"Leisure",128.25,0
2015-07-18,"Leisure",115,0
2015-07-18,"Leisure",135,0
2015-07-18,"Leisure",167,1
2015-07-18,"Leisure",135,0
2015-07-18,"Leisure",124.5,0
2015-07-19,"Weekend",98,0
2015-07-19,"Weekend",98,0
2015-07-19,"Weekend",135,0
2015-07-19,"Weekend",88.2,0
2015-07-19,"Weekend",120.6,0
2015-07-19,"Weekend",154.5,0
2015-07-19,"Leisure",145,1
2015-07-19,"Leisure",92,0
2015-07-19,"Leisure",154,1
2015-07-19,"Leisure",115,0
2015-07-19,"Leisure",110.53,1
2015-07-19,"Leisure",158.5,1
2015-07-19,"Leisure",131.37,0
2015-07-19,"Leisure",117.71,1
2015-07-19,"Leisure",123,0
2015-07-19,"Leisure",158.5,1
2015-07-19,"Leisure",117.84,0
2015-07-19,"Leisure",154,1
2015-07-19,"Leisure",116.85,0
2015-07-19,"Leisure",129.16,0
2015-07-19,"Leisure",214,1
2015-07-19,"Leisure",115,1
2015-07-19,"Leisure",123,0
2015-07-19,"Leisure",123,0
2015-07-19,"Package",195,1
2015-07-19,"Leisure",135.2,0
2015-07-19,"Leisure",123,0
2015-07-19,"Leisure",130.5,0
2015-07-20,"Weekend",123,0
2015-07-20,"Leisure",179.1,1
2015-07-20,"Work",0,0
2015-07-20,"Work",0,0
2015-07-20,"Leisure",115,0
2015-07-20,"Leisure",115,0
2015-07-20,"Leisure",103.5,0
2015-07-20,"Leisure",157,0
2015-07-20,"Leisure",135,1
2015-07-20,"Leisure",111.65,0
2015-07-20,"Leisure",135,1
2015-07-20,"Leisure",195,1
2015-07-20,"Leisure",104,0
2015-07-20,"Leisure",135,1
2015-07-20,"Leisure",214,1
2015-07-20,"Leisure",133.17,0
2015-07-20,"Leisure",141.33,1
2015-07-20,"Leisure",121.01,0
2015-07-20,"Leisure",240.64,1
2015-07-20,"Leisure",167.5,0
2015-07-20,"Leisure",152.43,0
2015-07-20,"Leisure",148.34,0
2015-07-20,"Leisure",167,0
2015-07-20,"Leisure",172.93,1
2015-07-20,"Leisure",179.1,1
2015-07-20,"Leisure",192.5,0
2015-07-20,"Leisure",92,1
2015-07-20,"Leisure",111.2,1
2015-07-20,"Leisure",141.6,0
2015-07-20,"Leisure",141.6,0
2015-07-20,"Leisure",141.6,0
2015-07-20,"Leisure",200,1
2015-07-20,"Leisure",200,1
2015-07-21,"Work",157,1
2015-07-21,"Work",99.5,0
2015-07-21,"Work",115,1
2015-07-21,"Work",195,1
2015-07-21,"Work",103.5,0
2015-07-21,"Work",207,0
2015-07-21,"Leisure",163.33,0
2015-07-21,"Leisure",151.86,0
2015-07-21,"Leisure",95.57,0
2015-07-21,"Leisure",112.05,0
2015-07-21,"Leisure",160,0
2015-07-21,"Leisure",103.18,0
2015-07-22,"Work",153,0
2015-07-22,"Work",119.75,1
2015-07-22,"Work",135,1
2015-07-22,"Work",167.69,0
2015-07-22,"Work",195,1
2015-07-22,"Work",135,1
2015-07-22,"Leisure",178.4,1
2015-07-23,"Work",0,0
2015-07-23,"Work",0,0
2015-07-23,"Work",154,0
2015-07-23,"Work",134,0
2015-07-23,"Work",112,1
2015-07-23,"Work",194,0
2015-07-23,"Work",153,1
2015-07-23,"Work",135,1
2015-07-23,"Work",184,0
2015-07-23,"Leisure",210,1
2015-07-23,"Leisure",139,1
2015-07-23,"Leisure",101.46,0
2015-07-23,"Leisure",145,1
2015-07-23,"Leisure",173,1
2015-07-23,"Leisure",217.05,0
2015-07-24,"Work",164,0
2015-07-24,"Work",173,0
2015-07-24,"Work",112.5,1
2015-07-24,"Work",153,0
2015-07-24,"Work",173,0
2015-07-24,"Work",153,0
2015-07-24,"Work",134,0
2015-07-24,"Work",153,0
2015-07-24,"Work",233,1
2015-07-24,"Work",154,0
2015-07-24,"Work",173,0
2015-07-24,"Work",135,1
2015-07-24,"Work",132.5,1
2015-07-24,"Leisure",222.67,0
2015-07-24,"Work",135,1
2015-07-24,"Work",107,0
2015-07-24,"Leisure",127,1
2015-07-24,"Leisure",135,1
2015-07-24,"Leisure",149.7,0
2015-07-24,"Leisure",161.25,1
2015-07-24,"Leisure",107,0
2015-07-24,"Leisure",75.44,0
2015-07-24,"Leisure",75.44,0
2015-07-24,"Leisure",115,0
2015-07-24,"Leisure",159.2,1
2015-07-24,"Leisure",163.29,1
2015-07-24,"Leisure",210,1
2015-07-24,"Leisure",154,0
2015-07-24,"Leisure",166,0
2015-07-24,"Leisure",132.5,0
2015-07-24,"Leisure",107,1
2015-07-24,"Leisure",121.98,1
2015-07-25,"Work",0,0
2015-07-25,"Leisure",133,0
2015-07-25,"Work",107,0
2015-07-25,"Work",117.81,0
2015-07-25,"Work",107,0
2015-07-25,"Work",120.6,1
2015-07-25,"Leisure",147,0
2015-07-25,"Leisure",153,1
2015-07-25,"Leisure",153,1
2015-07-25,"Leisure",134,1
2015-07-25,"Leisure",153,0
2015-07-25,"Leisure",118,0
2015-07-25,"Leisure",134,0
2015-07-25,"Leisure",135,0
2015-07-25,"Leisure",158.77,0
2015-07-25,"Leisure",134,0
2015-07-25,"Leisure",134,1
2015-07-25,"Leisure",142.03,0
2015-07-25,"Leisure",240,0
2015-07-25,"Leisure",134,0
2015-07-25,"Leisure",134,1
2015-07-25,"Leisure",147,0
2015-07-25,"Leisure",176,0
2015-07-25,"Leisure",120.6,1
2015-07-25,"Leisure",166,1
2015-07-25,"Leisure",134,1
2015-07-25,"Leisure",147,0
2015-07-25,"Leisure",167,0
2015-07-25,"Leisure",107.2,0
2015-07-25,"Leisure",131.63,1
2015-07-25,"Leisure",233.05,0
2015-07-25,"Leisure",90.12,0
2015-07-25,"Leisure",120.6,1
2015-07-25,"Leisure",125,1
2015-07-25,"Leisure",154,1
2015-07-25,"Leisure",120.6,0
2015-07-25,"Leisure",114.25,0
2015-07-25,"Leisure",107,1
2015-07-25,"Leisure",88.55,0
2015-07-25,"Leisure",149,1
2015-07-25,"Leisure",195,0
2015-07-25,"Leisure",164,1
2015-07-26,"Leisure",154,1
2015-07-26,"Leisure",120.6,1
2015-07-26,"Leisure",103.5,0
2015-07-26,"Leisure",115,0
2015-07-26,"Leisure",95.02,1
2015-07-26,"Leisure",132.5,1
2015-07-26,"Leisure",209,0
2015-07-26,"Leisure",95.02,1
2015-07-26,"Leisure",132.5,1
2015-07-26,"Leisure",180,0
2015-07-26,"Weekend",103.18,0
2015-07-26,"Leisure",174.01,0
2015-07-26,"Package",133,1
2015-07-26,"Package",133,1
2015-07-26,"Leisure",107.2,0
2015-07-27,"Work",0,0
2015-07-27,"Leisure",210,1
2015-07-27,"Leisure",145,0
2015-07-27,"Leisure",195,1
2015-07-27,"Leisure",124.2,1
2015-07-27,"Leisure",167,1
2015-07-27,"Leisure",145,0
2015-07-27,"Leisure",166,0
2015-07-27,"Leisure",115,0
2015-07-27,"Leisure",166,0
2015-07-27,"Leisure",120.6,1
2015-07-27,"Leisure",162,0
2015-07-27,"Leisure",153,0
2015-07-27,"Leisure",133.2,0
2015-07-27,"Leisure",134,0
2015-07-27,"Leisure",107,0
2015-07-27,"Leisure",145,0
2015-07-27,"Leisure",145,0
2015-07-27,"Leisure",107,1
2015-07-27,"Leisure",167.2,0
2015-07-27,"Leisure",134,1
2015-07-27,"Leisure",130,0
2015-07-27,"Leisure",164,1
2015-07-27,"Leisure",149,0
2015-07-27,"Leisure",154,0
2015-07-27,"Leisure",195,0
2015-07-27,"Leisure",134,1
2015-07-27,"Leisure",107.2,0
2015-07-27,"Leisure",164,1
2015-07-27,"Leisure",183.45,1
2015-07-27,"Leisure",159.6,0
2015-07-27,"Leisure",120.6,0
2015-07-27,"Leisure",164,1
2015-07-27,"Leisure",219.43,1
2015-07-27,"Leisure",134,1
2015-07-27,"Leisure",164,1
2015-07-27,"Leisure",107.2,0
2015-07-27,"Leisure",102.72,0
2015-07-28,"Work",114.85,0
2015-07-28,"Work",114.85,0
2015-07-28,"Work",135,0
2015-07-28,"Work",195,1
2015-07-28,"Work",173,1
2015-07-28,"Work",107,0
2015-07-28,"Work",107,0
2015-07-28,"Work",164,0
2015-07-28,"Work",138.8,0
2015-07-28,"Work",154,1
2015-07-28,"Work",135,0
2015-07-28,"Leisure",103.18,0
2015-07-28,"Leisure",115.5,1
2015-07-28,"Leisure",90.95,0
2015-07-29,"Work",0,0
2015-07-29,"Work",108.54,1
2015-07-29,"Work",146,0
2015-07-29,"Leisure",165.4,1
2015-07-29,"Leisure",134,0
2015-07-29,"Leisure",133,1
2015-07-29,"Leisure",240,1
2015-07-29,"Leisure",157,0
2015-07-29,"Work",188,0
2015-07-29,"Leisure",133,1
2015-07-29,"Leisure",145,0
2015-07-29,"Leisure",134,0
2015-07-29,"Leisure",134,1
2015-07-29,"Leisure",186,1
2015-07-29,"Leisure",90.95,0
2015-07-29,"Leisure",141.65,1
2015-07-29,"Leisure",99.24,1
2015-07-29,"Leisure",108.06,0
2015-07-29,"Leisure",90.95,1
2015-07-29,"Leisure",148.63,1
2015-07-30,"Work",173,1
2015-07-30,"Work",107,0
2015-07-30,"Work",114,1
2015-07-30,"Work",153,1
2015-07-30,"Work",153,0
2015-07-30,"Work",250.33,0
2015-07-30,"Work",146.67,1
2015-07-30,"Work",154,1
2015-07-30,"Work",120.6,1
2015-07-30,"Work",280.74,0
